question,sql,similar_queries,response,extracted_python_code
List the total number of customers and suppliers in each nation. Order by nation name,"SELECT n_name AS nation_name, COUNT(DISTINCT c_custkey) AS total_customers, COUNT(DISTINCT s_suppkey) AS total_suppliers FROM nation LEFT JOIN customer ON n_nationkey = c_nationkey LEFT JOIN supplier ON n_nationkey = s_nationkey GROUP BY n_name;","1. Count customers and suppliers by region:

# Count customers and suppliers by region
nation_counts = regions.CALCULATE(
    region_name=name,
    n_customers=COUNT(nations.customers),
    n_suppliers=COUNT(nations.suppliers)
)","1.  We need to access the `nations` collection.
2.  For each nation, we need to count the number of customers and suppliers.
3.  We need to order the results by nation name.

Here's the PyDough code:

```python
nation_counts = nations.CALCULATE(
    nation_name=name,
    n_customers=COUNT(customers),
    n_suppliers=COUNT(suppliers)
).ORDER_BY(nation_name.ASC())
```","nation_counts = nations.CALCULATE(
    nation_name=name,
    n_customers=COUNT(customers),
    n_suppliers=COUNT(suppliers)
).ORDER_BY(nation_name.ASC())"
Find the top 5 nations with the highest number of orders placed by their customers in 1995.,"SELECT n_name AS nation_name, COUNT(o_orderkey) AS total_orders FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey WHERE o_orderdate >= '1995-01-01' AND o_orderdate <= '1995-12-31' GROUP BY n_name ORDER BY total_orders DESC LIMIT 5;","1. Top 5 nations by average order value in 1995:

orders_in_1995= customers.orders.WHERE(YEAR(order_date) == 1995)

top_5_nations = nations.CALCULATE(
    nation_name=name,
    average_orders= AVG(orders_in_1995), 
    order_count=COUNT(orders_in_1995)
).TOP_K(5, by=average_orders.DESC())","Okay, let's break this down.

1.  We need to consider orders placed in 1995.
2.  We need to associate these orders with the customers who placed them.
3.  We need to associate the customers with their respective nations.
4.  We need to count the number of orders per nation.
5.  Finally, we need to find the top 5 nations based on the order count.

Here's the PyDough code to achieve this:

```python
orders_1995 = orders.WHERE(YEAR(order_date) == 1995)

nation_order_counts = nations.CALCULATE(
    nation_name=name,
    order_count=COUNT(customers.orders.WHERE(YEAR(order_date) == 1995))
).TOP_K(5, by=order_count.DESC())
```
","orders_1995 = orders.WHERE(YEAR(order_date) == 1995)

nation_order_counts = nations.CALCULATE(
    nation_name=name,
    order_count=COUNT(customers.orders.WHERE(YEAR(order_date) == 1995))
).TOP_K(5, by=order_count.DESC())"
"Find the region name with the highest total order value in 1996. The total order value is defined as potential revenue, defined as the sum of extended_price * (1 - discount)","SELECT r_name AS region_name, SUM(l_extendedprice * (1 - l_discount)) AS total_order_value FROM region JOIN nation ON r_regionkey = n_regionkey JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderdate >= '1996-01-01' AND o_orderdate <= '1996-12-31' GROUP BY r_name ORDER BY total_order_value DESC LIMIT 1;",,"Here's how we can approach this:

1.  We need to calculate the potential revenue for each line item.
2.  We need to filter orders to only include those placed in 1996.
3.  We need to sum the potential revenue for each order.
4.  We need to associate each order with its customer and then with the customer's nation and region.
5.  We need to calculate the total potential revenue for each region.
6.  Finally, we need to find the region with the highest total potential revenue.

Here's the PyDough code:

```python
region_order_values_1996 = regions.CALCULATE(
    region_name=name,
    total_order_value=SUM(nations.customers.orders.WHERE(YEAR(order_date) == 1996).lines.CALCULATE(potential_revenue = extended_price * (1 - discount)).potential_revenue)
).TOP_K(1, by=total_order_value.DESC())
```
","region_order_values_1996 = regions.CALCULATE(
    region_name=name,
    total_order_value=SUM(nations.customers.orders.WHERE(YEAR(order_date) == 1996).lines.CALCULATE(potential_revenue = extended_price * (1 - discount)).potential_revenue)
).TOP_K(1, by=total_order_value.DESC())"
Find the top 3 regions with the most distinct customers,"SELECT r_name AS region_name, COUNT(DISTINCT c_custkey) AS distinct_customers FROM region JOIN nation ON r_regionkey = n_regionkey JOIN customer ON n_nationkey = c_nationkey GROUP BY r_name ORDER BY distinct_customers DESC LIMIT 3;","1. Find the top 10 with the most distinct suppliers

top_regions = regions.CALCULATE(
    region_name=name,
    suppliers_count=NDISTINCT(nations.suppliers.key))
).TOP_K(10, by=customer_count.DESC())""
","1.  We need to start with the `regions` collection.
2.  For each region, we need to count the distinct number of customers. Since customers are accessed through the `nations` sub-collection, we will use `NDISTINCT(nations.customers.key)` to count the distinct customer keys.
3.  We need to select the top 3 regions based on the distinct customer count. This can be achieved using the `TOP_K` function with the `by` parameter set to the customer count in descending order.

```python
top_regions = regions.CALCULATE(
    region_name=name,
    customer_count=NDISTINCT(nations.customers.key)
).TOP_K(3, by=customer_count.DESC())
```","top_regions = regions.CALCULATE(
    region_name=name,
    customer_count=NDISTINCT(nations.customers.key)
).TOP_K(3, by=customer_count.DESC())"
Find the names of all customers and number of orders placed in 1995 in Europe who have an account balance greater than $700 and placed at least one order in 1995. Sorted in descending order by the number of orders.,"SELECT c.c_name AS customer_name, COUNT(o.o_orderkey) AS order_count_1995 FROM customer c JOIN nation n ON c.c_nationkey = n.n_nationkey JOIN region r ON n.n_regionkey = r.r_regionkey JOIN orders o ON c.c_custkey = o.o_custkey WHERE r.r_name = 'EUROPE' AND c.c_acctbal > 700 AND o.o_orderdate BETWEEN '1995-01-01' AND '1995-12-31' GROUP BY c.c_name, c.c_acctbal ORDER BY order_count_1995 DESC, c.c_acctbal DESC;",,"Okay, let's break this down into smaller parts.

1.  We need to access the `customers` collection.
2.  We need to filter customers based on the following criteria:
    *   They must be located in Europe (`nation.region.name == ""EUROPE""`).
    *   Their account balance must be greater than $700 (`acctbal > 700`).
    *   They must have placed at least one order in 1995 (`YEAR(order_date) == 1995`).
3.  We need to calculate the number of orders placed by each customer in 1995.
4.  We need to select the customer's name and the calculated number of orders.
5.  Finally, we need to sort the results in descending order based on the number of orders.

Here's the PyDough code:

```python
customer_order_counts = customers.WHERE((nation.region.name == ""EUROPE"") & (acctbal > 700) & (HAS(orders.WHERE(YEAR(order_date) == 1995))==1)).CALCULATE(
    customer_name=name,
    num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))
).ORDER_BY(num_orders.DESC())
```
","customer_order_counts = customers.WHERE((nation.region.name == ""EUROPE"") & (acctbal > 700) & (HAS(orders.WHERE(YEAR(order_date) == 1995))==1)).CALCULATE(
    customer_name=name,
    num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))
).ORDER_BY(num_orders.DESC())"
"Find suppliers in each nation who have a total availqty of more than 1000 units of parts with 'BRASS' in their type. List the supplier name, nation name, and the sum of the parts supplied.","SELECT s.s_name AS SupplierName, n.n_name AS Nation, SUM(ps.ps_availqty) AS TotalUnitsSupplied FROM supplier s JOIN nation n ON s.s_nationkey = n.n_nationkey JOIN partsupp ps ON s.s_suppkey = ps.ps_suppkey JOIN part p ON ps.ps_partkey = p.p_partkey WHERE p.p_type LIKE '%BRASS%' GROUP BY s.s_name, n.n_name HAVING SUM(ps.ps_availqty) > 1000 ORDER BY TotalUnitsSupplied DESC;",,"Okay, let's break this down into smaller parts.

1.  We need to find suppliers in each nation.
2.  We need to filter the parts they supply to only include those with 'BRASS' in their type.
3.  We need to calculate the total availqty of these parts for each supplier.
4.  We need to filter out suppliers whose total availqty is not more than 1000.
5.  We need to list the supplier name, nation name, and the sum of the parts supplied.

Here's the PyDough code I'll generate:

```python
supplier_parts = suppliers.CALCULATE(
    supplier_name=name,
    nation_name=nation.name,
    total_availqty=SUM(supply_records.WHERE(CONTAINS(part.part_type, 'BRASS')).availqty)
).WHERE(total_availqty > 1000)
```

This code:

1.  Starts with the `suppliers` collection.
2.  Calculates the `supplier_name`, `nation_name`, and `total_availqty`.
3.  The `total_availqty` is calculated by summing the `availqty` of `supply_records` where the `part_type` of the related `part` contains 'BRASS'.
4.  Filters the suppliers to only include those where `total_availqty` is greater than 1000.
","supplier_parts = suppliers.CALCULATE(
    supplier_name=name,
    nation_name=nation.name,
    total_availqty=SUM(supply_records.WHERE(CONTAINS(part.part_type, 'BRASS')).availqty)
).WHERE(total_availqty > 1000)"
Find parts names that are supplied by at least five different nations. Show the part name and the count of distinct nations that supply each part,"SELECT p.P_NAME AS PartName, COUNT(DISTINCT n.N_NAME) AS NumberOfNations FROM PART p JOIN PARTSUPP ps ON p.P_PARTKEY = ps.PS_PARTKEY JOIN SUPPLIER s ON ps.PS_SUPPKEY = s.S_SUPPKEY JOIN NATION n ON s.S_NATIONKEY = n.N_NATIONKEY GROUP BY p.P_NAME HAVING COUNT(DISTINCT n.N_NAME) > 5 ORDER BY NumberOfNations DESC;",,"```python
part_nation_counts = PARTITION(parts, name='part_group', by=name).CALCULATE(
    part_name=name,
    num_distinct_nations=NDISTINCT(part_group.supply_records.supplier.nation_key)
).WHERE(num_distinct_nations >= 5)
```","part_nation_counts = PARTITION(parts, name='part_group', by=name).CALCULATE(
    part_name=name,
    num_distinct_nations=NDISTINCT(part_group.supply_records.supplier.nation_key)
).WHERE(num_distinct_nations >= 5)"
"Which 10 customers purchased the highest quantity of products with 'green' in the product name during 1998? Provide their names, adress and the total quantity ordered.","SELECT c_name AS customer_name, c_address AS customer_address, SUM(l_quantity) AS total_quantity_ordered FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey WHERE p_name LIKE '%green%' AND strftime('%Y', o_orderdate) = '1998' GROUP BY c_name, c_address ORDER BY total_quantity_ordered DESC LIMIT 10;",,"Okay, let's break this down. We need to find the top 10 customers who purchased the highest quantity of products with 'green' in the product name during 1998.

Here's the plan:

1.  **Filter Orders by Year:** Filter the `orders` collection to include only orders placed in 1998.
2.  **Join with Lines:** Join the filtered orders with the `lines` collection to access the individual line items in those orders.
3.  **Join with Parts:** Join the line items with the `parts` collection to access the product names.
4.  **Filter Parts by Name:** Filter the `parts` collection to include only parts with 'green' in their name.
5.  **Calculate Total Quantity per Customer:** Group by customer and sum the quantities of the filtered parts.
6.  **Select Top 10 Customers:** Select the top 10 customers based on the total quantity ordered.
7.  **Output Customer Information:** Output the customer's name, address, and total quantity ordered.

Here's the PyDough code:

```python
top_customers = customers.CALCULATE(
    customer_name=name,
    customer_address=address,
    total_quantity=SUM(orders.WHERE(YEAR(order_date) == 1998).lines.WHERE(CONTAINS(part.name, 'green')).quantity)
).TOP_K(10, by=total_quantity.DESC())
```","top_customers = customers.CALCULATE(
    customer_name=name,
    customer_address=address,
    total_quantity=SUM(orders.WHERE(YEAR(order_date) == 1998).lines.WHERE(CONTAINS(part.name, 'green')).quantity)
).TOP_K(10, by=total_quantity.DESC())"
Which is the average discount applied on orders for each market segment? Sorted in descending order,"SELECT c_mktsegment AS market_segment, AVG(l_discount) AS average_discount FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY c_mktsegment;","1. Average shipping delay by supplier:
```python
avg_shipping_delay_by_supplier = suppliers.CALCULATE(
    supplier_name=name,
    average_shipping_delay=AVG(lines.ship_date - lines.commit_date)
)
```
2. Average price by part size:
```python
avg_price_by_part_size = GROUP_BY(
    parts,
    name= ""part"",
 by=(part_size)
).CALCULATE(
 part_size= part_size,
 average_retail_price= AVG(part.retail_price)
)```","Okay, let's break this down. We need to calculate the average discount applied on orders for each market segment and then sort the results in descending order.

Here's the approach:

1.  We need to start with the `customers` collection since we want to group by market segment.
2.  Then, we need to access the `orders` for each customer.
3.  Next, we need to access the `lines` for each order to get the discount.
4.  We will use PARTITION to group by market segment.
5.  Inside the partition, we will calculate the average discount.
6.  Finally, we will sort the results in descending order.

Here's the PyDough code:

```python
market_segment_avg_discount = PARTITION(customers, name='cust_group', by=mktsegment).CALCULATE(
    market_segment=mktsegment,
    avg_discount=AVG(cust_group.orders.lines.discount)
).ORDER_BY(avg_discount.DESC())
```

This code:

1.  Starts with the `customers` collection.
2.  Partitions the customers by `mktsegment`, naming the group `cust_group`.
3.  Calculates the `market_segment` and the average discount (`avg_discount`) for each market segment by accessing the orders and lines sub-collections and using the AVG aggregation function.
4.  Orders the results by `avg_discount` in descending order.
","market_segment_avg_discount = PARTITION(customers, name='cust_group', by=mktsegment).CALCULATE(
    market_segment=mktsegment,
    avg_discount=AVG(cust_group.orders.lines.discount)
).ORDER_BY(avg_discount.DESC())"
What were the 20 most popular products (parts) within each market segment in 1998?,"WITH ProductPopularity AS (SELECT c_mktsegment AS market_segment, p_name AS product_name, SUM(l_quantity) AS total_quantity FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey JOIN part ON l_partkey = p_partkey WHERE strftime('%Y', o_orderdate) = '1998' GROUP BY c_mktsegment, p_name) SELECT market_segment, product_name, total_quantity FROM (SELECT market_segment, product_name, total_quantity, ROW_NUMBER() OVER (PARTITION BY market_segment ORDER BY total_quantity DESC) AS rank FROM ProductPopularity) WHERE rank <= 20;",,"```python
# Calculate the number of orders for each part in 1998
part_order_counts = parts.CALCULATE(
    part_key=key,
    part_name=name,
    num_orders=COUNT(lines.WHERE((YEAR(order.order_date) == 1998) & (lines.part_key == key)))
)

# Calculate the market segment for each part
part_market_segment = part_order_counts.CALCULATE(
    part_key=part_key,
    part_name=part_name,
    num_orders=num_orders,
    mktsegment=lines.order.customer.mktsegment
)

# Partition the parts by market segment
partitioned_parts = PARTITION(part_market_segment, name='segment_group', by=mktsegment)

# Calculate the rank of each part within its market segment based on the number of orders
ranked_parts = partitioned_parts.CALCULATE(
    mktsegment=mktsegment,
    part_name=segment_group.part_name,
    num_orders=SUM(segment_group.num_orders),
    part_rank=RANKING(by=SUM(segment_group.num_orders).DESC(), levels=1)
)

# Filter the results to retrieve only the top 20 parts per market segment
top_parts = ranked_parts.WHERE(part_rank <= 20)

# Select the desired output fields
final_result = top_parts.CALCULATE(
    mktsegment=mktsegment,
    part_name=part_name,
    order_count=num_orders
)
```","# CALCULATE the number of orders for each part in 1998
part_order_counts = parts.CALCULATE(
    part_key=key,
    part_name=name,
    num_orders=COUNT(lines.WHERE((YEAR(order.order_date) == 1998) & (lines.part_key == key)))
)

# CALCULATE the market segment for each part
part_market_segment = part_order_counts.CALCULATE(
    part_key=part_key,
    part_name=part_name,
    num_orders=num_orders,
    mktsegment=lines.order.customer.mktsegment
)

# PARTITION the parts by market segment
partitioned_parts = PARTITION(part_market_segment, name='segment_group', by=mktsegment)

# CALCULATE the rank of each part within its market segment based on the number of orders
ranked_parts = partitioned_parts.CALCULATE(
    mktsegment=mktsegment,
    part_name=segment_group.part_name,
    num_orders=SUM(segment_group.num_orders),
    part_rank=RANKING(by=SUM(segment_group.num_orders).DESC(), levels=1)
)

# Filter the results to retrieve only the top 20 parts per market segment
top_parts = ranked_parts.WHERE(part_rank <= 20)

# Select the desired output fields
final_result = top_parts.CALCULATE(
    mktsegment=mktsegment,
    part_name=part_name,
    order_count=num_orders
)"
